A  	Element	Z  	N  	Par. Elevel	Unc. 	JPi       	Dec Mode	T1/2 (txt)    	T1/2 (num)        	Daughter	Radiation	Rad subtype 	Rad Ene.  	Unc       	EP Ene.   	Unc       	Rad Int.  	Unc       	Dose        	Unc       
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE N        	492.50    	20        	          	          	1.314E-7  	          	6.47E-10    	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE K        	508.0     	10        	          	          	3.0E-4    	10        	1.5E-6      	5         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE L        	511.6     	10        	          	          	2.5E-5    	9         	1.3E-7      	5         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE M        	512.0     	10        	          	          	3.0E-6    	11        	1.5E-8      	5         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE N        	512.0     	10        	          	          	1.7E-7    	6         	9.E-10      	3         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE K        	809.4     	12        	          	          	5.4E-7    	20        	4.3E-9      	16        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE L        	813.0     	12        	          	          	4.6E-8    	17        	3.8E-10     	14        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE M        	813.4     	12        	          	          	5.5E-9    	20        	4.5E-11     	16        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE N        	813.4     	12        	          	          	3.1E-10   	11        	2.5E-12     	9         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE K        	953.46    	20        	          	          	3.02E-4   	          	2.88E-6     	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE L        	957.06    	20        	          	          	2.59E-5   	          	2.48E-7     	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE M        	957.50    	20        	          	          	3.07E-6   	          	2.94E-8     	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE N        	957.50    	20        	          	          	1.75E-7   	          	1.67E-9     	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE K        	1256.26   	20        	          	          	3.7E-4    	          	4.7E-6      	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE L        	1259.86   	20        	          	          	3.2E-5    	          	4.1E-7      	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE M        	1260.30   	20        	          	          	3.8E-6    	          	4.8E-8      	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE N        	1260.30   	20        	          	          	2.2E-7    	          	2.8E-9      	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE K        	1430.46   	20        	          	          	1.56E-4   	          	2.23E-6     	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE L        	1434.06   	20        	          	          	1.341E-5  	          	1.92E-7     	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE M        	1434.50   	20        	          	          	1.59E-6   	          	2.28E-8     	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE N        	1434.50   	20        	          	          	9.02E-8   	          	1.294E-9    	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE K        	1701.56   	20        	          	          	7.68E-4   	          	1.307E-5    	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE L        	1705.16   	20        	          	          	6.57E-5   	          	1.121E-6    	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE M        	1705.60   	20        	          	          	7.80E-6   	          	1.331E-7    	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE N        	1705.60   	20        	          	          	4.44E-7   	          	7.57E-9     	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE K        	1721.5    	3         	          	          	2.19E-5   	15        	3.8E-7      	3         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE L        	1725.1    	3         	          	          	1.88E-6   	13        	3.24E-8     	22        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE M        	1725.5    	3         	          	          	2.23E-7   	15        	3.8E-9      	3         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE N        	1725.5    	3         	          	          	1.27E-8   	9         	2.19E-10    	15        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE K        	1875.9    	3         	          	          	6.7E-6    	5         	1.26E-7     	10        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE L        	1879.5    	3         	          	          	5.8E-7    	5         	1.08E-8     	9         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE M        	1879.9    	3         	          	          	6.8E-8    	6         	1.29E-9     	11        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE N        	1879.9    	3         	          	          	3.9E-9    	3         	7.3E-11     	6         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE K        	1895.7    	3         	          	          	9.9E-6    	8         	1.87E-7     	16        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE L        	1899.3    	3         	          	          	8.4E-7    	7         	1.60E-8     	14        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE M        	1899.7    	3         	          	          	1.01E-7   	8         	1.91E-9     	16        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE N        	1899.7    	3         	          	          	5.7E-9    	5         	1.09E-10    	9         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE K        	2070.8    	20        	          	          	1.5E-7    	10        	3.2E-9      	20        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE L        	2074.4    	20        	          	          	1.3E-8    	8         	2.7E-10     	17        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE M        	2074.8    	20        	          	          	1.6E-9    	10        	3.2E-11     	20        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE N        	2074.8    	20        	          	          	9.E-11    	6         	1.8E-12     	12        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE K        	2213.3    	6         	          	          	5.1E-7    	13        	1.1E-8      	3         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE L        	2216.9    	6         	          	          	4.4E-8    	11        	9.7E-10     	25        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE M        	2217.3    	6         	          	          	5.2E-9    	13        	1.1E-10     	3         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE N        	2217.3    	6         	          	          	2.9E-10   	8         	6.5E-12     	17        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE K        	2388.0    	4         	          	          	2.4E-7    	9         	5.7E-9      	22        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE L        	2391.6    	4         	          	          	2.0E-8    	8         	4.9E-10     	19        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE M        	2392.0    	4         	          	          	2.4E-9    	9         	5.8E-11     	22        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE N        	2392.0    	4         	          	          	1.4E-10   	5         	3.3E-12     	13        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE K        	2837.5    	8         	          	          	3.9E-7    	6         	1.11E-8     	17        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE L        	2841.1    	8         	          	          	3.3E-8    	5         	9.5E-10     	15        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE M        	2841.5    	8         	          	          	4.0E-9    	6         	1.13E-10    	18        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE N        	2841.5    	8         	          	          	2.3E-10   	4         	6.4E-12     	10        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE K        	2972.7    	6         	          	          	1.038E-6  	          	3.09E-8     	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE L        	2976.3    	6         	          	          	8.87E-8   	          	2.64E-9     	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE M        	2976.7    	6         	          	          	1.055E-8  	          	3.14E-10    	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	E        	CE N        	2976.7    	6         	          	          	6.01E-10  	          	1.79E-11    	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	XR l        	0.34      	          	          	          	6.9E-4    	23        	2.3E-9      	8         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	XR ka2      	3.688     	          	          	          	0.0110    	9         	4.1E-7      	3         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	XR ka1      	3.692     	          	          	          	0.0219    	16        	8.1E-7      	6         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	XR kb1      	4.013     	          	          	          	0.00228   	18        	9.1E-8      	7         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	XR kb3      	4.013     	          	          	          	0.00116   	9         	4.6E-8      	4         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	174.28    	3         	          	          	74        	5         	0.130       	8         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	349.1     	5         	          	          	0.0047    	11        	1.7E-5      	4         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	417.4     	3         	          	          	0.37      	3         	0.00156     	10        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	453.9     	3         	          	          	0.042     	5         	1.91E-4     	24        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	465.2     	3         	          	          	0.095     	6         	4.4E-4      	3         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	492.5     	2         	          	          	1.26      	          	0.0062      	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	512       	1         	          	          	1.2       	4         	0.0062      	22        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	522.4     	8         	          	          	0.004     	4         	2.2E-5      	19        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	623.4     	6         	          	          	0.007     	4         	4.6E-5      	23        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	771.4     	8         	          	          	0.111     	17        	8.5E-4      	13        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	813.4     	12        	          	          	0.0058    	21        	4.7E-5      	17        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	871.3     	5         	          	          	0.126     	18        	0.00110     	15        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	891.3     	4         	          	          	0.6       	4         	0.005       	3         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	919.3     	3         	          	          	0.86      	6         	0.0079      	6         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	957.5     	2         	          	          	7.6       	          	0.073       	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	1098.0    	6         	          	          	0.084     	17        	9.3E-4      	18        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	1260.3    	2         	          	          	8.5       	          	0.107       	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	1336.4    	8         	          	          	2.7       	8         	0.037       	10        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	1434.5    	2         	          	          	4.2       	          	0.060       	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	1705.6    	2         	          	          	53        	          	0.90        	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	1725.5    	3         	          	          	0.95      	6         	0.0164      	11        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	1860.4    	12        	          	          	0.053     	6         	9.8E-4      	11        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	1879.9    	3         	          	          	0.200     	16        	0.0038      	3         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	1899.7    	3         	          	          	0.46      	4         	0.0088      	7         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	2074.8    	20        	          	          	0.008     	5         	1.7E-4      	11        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	2179.4    	3         	          	          	0.95      	6         	0.0207      	14        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	2217.3    	6         	          	          	0.021     	5         	4.7E-4      	12        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	2349      	1         	          	          	0.11      	4         	0.0025      	9         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	2353.6    	5         	          	          	14.1      	9         	0.332       	21        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	2392.0    	4         	          	          	0.011     	4         	2.6E-4      	10        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	2522.7    	6         	          	          	0.021     	5         	5.3E-4      	14        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	2596.7    	2         	          	          	2.74      	18        	0.071       	5         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	2666.3    	6         	          	          	0.042     	6         	0.00112     	16        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	2769.9    	10        	          	          	0.022     	4         	6.0E-4      	12        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	2802.4    	6         	          	          	0.358     	24        	0.0100      	7         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	2841.5    	8         	          	          	0.037     	6         	0.00105     	16        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	2849.3    	4         	          	          	0.084     	7         	0.00240     	21        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	2976.7    	6         	          	          	0.105     	          	0.00314     	          
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	3120.2    	4         	          	          	0.33      	3         	0.0102      	8         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	3294.3    	4         	          	          	0.221     	17        	0.0073      	6         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	3479.9    	8         	          	          	0.037     	6         	0.00128     	20        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	3491.0    	6         	          	          	0.069     	6         	0.00239     	21        
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	3653.8    	6         	          	          	0.0095    	22        	3.5E-4      	8         
45 	K      	19 	26 	0.0        	     	3/2+      	B-      	17.81 M 61    	1068.6            	45CA    	G        	            	3704.8    	6         	          	          	0.0084    	17        	3.1E-4      	6         
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	BM       	            	411       	7         	1091      	16        	2.10      	21        	0.0086      	9         
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	BM       	            	558       	8         	1421      	16        	1.50      	15        	0.0084      	8         
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	BM       	            	1124      	8         	2636      	16        	25.0      	25        	0.28        	3         
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	BM       	            	1140      	8         	2669      	16        	28        	          	0.3192      	          
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	BM       	            	1393      	8         	3196      	16        	0.60      	6         	0.0084      	8         
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	BM       	            	1424      	8         	3262      	16        	3         	          	0.04272     	          
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	BM       	            	1824      	8         	4086      	16        	5.0       	5         	0.091       	9         
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	BM       	            	1828      	8         	4095      	16        	8         	          	0.1462      	          
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	BM       	            	2123      	8         	4700      	16        	11        	          	0.2335      	          
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	BM       	            	2346      	8         	5136      	16        	3.0       	3         	0.070       	7         
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	BM       	            	2940      	8         	6369      	16        	50        	          	1.470       	          
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	BM       	            	2941      	8         	6371      	16        	63        	6         	1.85        	19        
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	BM AV    	            	2211.69   	          	          	          	100       	          	2.212       	          
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	BM AV    	            	2.32E+3   	24        	          	          	100       	7         	2.3         	3         
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	G        	            	1235      	3         	          	          	6.4       	7         	0.079       	9         
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	G        	            	1345      	3         	          	          	100       	          	1.35        	          
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	G        	            	1347      	1         	          	          	90        	          	1.21        	          
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	G        	            	1439      	          	          	          	2.7       	          	0.039       	          
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	G        	            	1670      	2         	          	          	4.5       	19        	0.08        	3         
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	G        	            	1675      	3         	          	          	3.5       	4         	0.059       	7         
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	G        	            	2060      	3         	          	          	4.5       	5         	0.093       	10        
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	G        	            	2274      	2         	          	          	8         	5         	0.18        	10        
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	G        	            	2285      	3         	          	          	5.1       	6         	0.117       	14        
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	G        	            	3015      	5         	          	          	9         	5         	0.27        	14        
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	G        	            	3020      	3         	          	          	2.20      	24        	0.066       	7         
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	G        	            	3700      	5         	          	          	28        	3         	1.03        	11        
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	G        	            	3710      	3         	          	          	1.10      	13        	0.041       	5         
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	G        	            	3735      	3         	          	          	21.4      	24        	0.80        	9         
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	G        	            	4520      	3         	          	          	0.6       	3         	0.027       	14        
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	G        	            	4950      	3         	          	          	0.40      	4         	0.0198      	22        
46 	K      	19 	27 	0.0        	     	(2-)      	B-      	105 S 10      	105               	46CA    	G        	            	5280      	3         	          	          	0.10      	5         	0.005       	3         
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	BM       	            	879.8     	38        	2119      	8         	1.18      	20        	0.0104      	17        
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	BM       	            	1803.4    	39        	4044      	8         	79.8      	19        	1.44        	3         
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	BM       	            	1813.7    	39        	4066      	8         	18.7      	4         	0.339       	7         
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	BM       	            	2088.7    	39        	4630      	8         	1.0       	10        	0.021       	21        
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	BM AV    	            	1.80E+3   	6         	          	          	100.7     	22        	1.81        	7         
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	Auger L     	0.31      	          	          	          	0.0220    	4         	6.82E-8     	11        
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	Auger K     	3.3       	          	          	          	0.01074   	19        	3.54E-7     	6         
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE K        	560.75    	8         	          	          	0.00170   	4         	9.52E-6     	22        
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE L        	564.35    	8         	          	          	1.46E-4   	3         	8.23E-7     	19        
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE N        	564.79    	8         	          	          	9.78E-7   	23        	5.53E-9     	13        
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE M        	564.79    	8         	          	          	1.73E-5   	4         	9.77E-8     	23        
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE K        	581.97    	8         	          	          	0.00932   	21        	5.42E-5     	12        
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE L        	585.57    	8         	          	          	8.00E-4   	18        	4.69E-6     	11        
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE M        	586.01    	8         	          	          	9.49E-5   	22        	5.56E-7     	13        
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE N        	586.01    	8         	          	          	5.37E-6   	12        	3.15E-8     	7         
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE K        	2009.41   	18        	          	          	0.00178   	          	3.58E-5     	          
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE L        	2013.01   	18        	          	          	1.531E-4  	          	3.08E-6     	          
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE M        	2013.45   	18        	          	          	1.82E-5   	          	3.67E-7     	          
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE N        	2013.45   	18        	          	          	1.034E-6  	          	2.08E-8     	          
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE K        	2574.22   	12        	          	          	1.014E-4  	24        	2.61E-6     	6         
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE L        	2577.82   	12        	          	          	8.67E-6   	19        	2.24E-7     	5         
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE M        	2578.26   	12        	          	          	1.031E-6  	24        	2.66E-8     	6         
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE N        	2578.26   	12        	          	          	5.87E-8   	13        	1.51E-9     	3         
47 	K      	19 	28 	0.0        	     	1/2+      	B-      	17.50 S 24    	17.5              	47CA    	E        	CE K        	2595.36   	20        	          	          	1.90E-5   	14        	4.9E-7      	4         
